"Country","Region","Happiness Rank","Happiness Score","Economy (GDP per Capita)","Family","Health (Life Expectancy)","Freedom","Trust (Government Corruption)","Generosity","Dystopia Residual","Year","Hapinness State"
"Somalia","Sub-Saharan Africa","76","5.44","0","0.33613","0.11466","0.56778","0.3118","0.27225","3.83772","2016","Happy"
"Somalia","Sub-Saharan Africa","93","5.1510000228882","0.022643184289336","0.72115135192871","0.11398913711309","0.60212695598602","0.28241032361984","0.29163131117821","3.1174845695496","2017","Happy"
"Somaliland region","Sub-Saharan Africa","91","5.057","0.18847","0.95152","0.43873","0.46582","0.39928","0.50318","2.11032","2015","Happy"
"Somaliland Region","Sub-Saharan Africa","97","5.057","0.25558","0.75862","0.33108","0.3913","0.36794","0.51479","2.43801","2016","Happy"
"South Africa","Sub-Saharan Africa","113","4.642","0.92049","1.18468","0.27688","0.33207","0.08884","0.11973","1.71956","2015","Happy"
"South Africa","Sub-Saharan Africa","116","4.459","1.02416","0.96053","0.18611","0.42483","0.08415","0.13656","1.64227","2016","Happy"
"South Africa","Sub-Saharan Africa","101","4.8289999961853","1.0546987056732","1.3847886323929","0.1870800703764","0.47924673557281","0.072509497404098","0.13936237990856","1.5109086036682","2017","Happy"
"South Korea","Eastern Asia","47","5.984","1.24461","0.95774","0.96538","0.33208","0.07857","0.18557","2.21978","2015","Happy"
"South Korea","Eastern Asia","57","5.835","1.35948","0.72194","0.88645","0.25168","0.07716","0.18824","2.35015","2016","Happy"
"South Korea","Eastern Asia","55","5.8379998207092","1.401678442955","1.1282744407654","0.90021407604217","0.25792166590691","0.063282668590546","0.20667436718941","1.8803780078888","2017","Happy"
"South Sudan","Sub-Saharan Africa","143","3.832","0.39394","0.18519","0.15781","0.19662","0.13015","0.25899","2.50929","2016","Happy"
"South Sudan","Sub-Saharan Africa","147","3.5910000801086","0.39724862575531","0.60132312774658","0.16348600387573","0.14706243574619","0.11679351329804","0.28567081689835","1.8795673847198","2017","Happy"
"Spain","Western Europe","36","6.329","1.23011","1.31379","0.95562","0.45951","0.06398","0.18227","2.12367","2015","Happy"
"Spain","Western Europe","37","6.361","1.34253","1.12945","0.87896","0.37545","0.06137","0.17665","2.39663","2016","Happy"
"Spain","Western Europe","34","6.4029998779297","1.3843978643417","1.5320909023285","0.88896059989929","0.40878123044968","0.070914097130299","0.19013357162476","1.9277577400207","2017","Happy"
"Sri Lanka","Southern Asia","132","4.271","0.83524","1.01905","0.70806","0.53726","0.09179","0.40828","0.67108","2015","Happy"
"Sri Lanka","Southern Asia","117","4.415","0.97318","0.84783","0.62007","0.50817","0.07964","0.46978","0.91681","2016","Happy"
"Sri Lanka","Southern Asia","120","4.4400000572205","1.0098501443863","1.2599763870239","0.62513083219528","0.56121325492859","0.073653966188431","0.49086356163025","0.41938924789429","2017","Happy"
"Sudan","Sub-Saharan Africa","118","4.55","0.52107","1.01404","0.36878","0.10081","0.1466","0.19062","2.20857","2015","Happy"
"Sudan","Sub-Saharan Africa","133","4.139","0.63069","0.81928","0.29759","0","0.10039","0.18077","2.10995","2016","Happy"
"Sudan","Sub-Saharan Africa","130","4.1389999389648","0.65951669216156","1.2140085697174","0.29092082381249","0.014995855279267","0.089847519993782","0.18231745064259","1.6870658397675","2017","Happy"
"Suriname","Latin America and Caribbean","40","6.269","0.99534","0.972","0.6082","0.59657","0.13633","0.16991","2.79094","2015","Happy"
"Suriname","Latin America and Caribbean","40","6.269","1.09686","0.77866","0.50933","0.52234","0.12692","0.16665","3.06852","2016","Happy"
"Swaziland","Sub-Saharan Africa","101","4.867","0.71206","1.07284","0.07566","0.30658","0.0306","0.18259","2.48676","2015","Happy"
"Sweden","Western Europe","8","7.364","1.33171","1.28907","0.91087","0.6598","0.43844","0.36262","2.37119","2015","Very Happy"
"Sweden","Western Europe","10","7.291","1.45181","1.08764","0.83121","0.58218","0.40867","0.38254","2.54734","2016","Very Happy"
"Sweden","Western Europe","9","7.2839999198914","1.4943872690201","1.4781621694565","0.83087515830994","0.61292409896851","0.38439872860909","0.38539925217629","2.0975379943848","2017","Very Happy"
"Switzerland","Western Europe","1","7.587","1.39651","1.34951","0.94143","0.66557","0.41978","0.29678","2.51738","2015","Very Happy"
"Switzerland","Western Europe","2","7.509","1.52733","1.14524","0.86303","0.58557","0.41203","0.28083","2.69463","2016","Very Happy"
"Switzerland","Western Europe","4","7.4939999580383","1.5649795532227","1.5169117450714","0.85813128948212","0.62007057666779","0.36700728535652","0.29054927825928","2.2767162322998","2017","Very Happy"
"Syria","Middle East and Northern Africa","156","3.006","0.6632","0.47489","0.72193","0.15684","0.18906","0.47179","0.32858","2015","Unhappy"
"Syria","Middle East and Northern Africa","156","3.069","0.74719","0.14866","0.62994","0.06912","0.17233","0.48397","0.81789","2016","Unhappy"
"Syria","Middle East and Northern Africa","152","3.4619998931885","0.77715313434601","0.39610260725021","0.50053334236145","0.081539444625378","0.15134713053703","0.49366372823715","1.0615735054016","2017","Happy"
"Taiwan","Eastern Asia","38","6.298","1.29098","1.07617","0.8753","0.3974","0.08129","0.25376","2.32323","2015","Happy"
"Taiwan","Eastern Asia","34","6.379","1.39729","0.92624","0.79565","0.32377","0.0663","0.25495","2.61523","2016","Happy"
"Taiwan Province of China","Eastern Asia","33","6.4219999313355","1.4336265325546","1.3845653533936","0.79398423433304","0.36146658658981","0.063829235732555","0.25836047530174","2.1266074180603","2017","Happy"
"Tajikistan","Central and Eastern Europe","106","4.786","0.39047","0.85563","0.57379","0.47216","0.15072","0.22974","2.11399","2015","Happy"
"Tajikistan","Central and Eastern Europe","100","4.996","0.48835","0.75602","0.53119","0.43408","0.13509","0.25998","2.39106","2016","Happy"
"Tajikistan","Central and Eastern Europe","96","5.0409998893738","0.52471363544464","1.2714632749557","0.52923512458801","0.47156670689583","0.14637714624405","0.24899764358997","1.8490493297577","2017","Happy"
"Tanzania","Sub-Saharan Africa","146","3.781","0.2852","1.00268","0.38215","0.32878","0.05747","0.34377","1.38079","2015","Happy"
"Tanzania","Sub-Saharan Africa","149","3.666","0.47155","0.77623","0.357","0.3176","0.05099","0.31472","1.37769","2016","Happy"
"Tanzania","Sub-Saharan Africa","153","3.3489999771118","0.51113587617874","1.0419898033142","0.36450928449631","0.39001777768135","0.066035106778145","0.35425636172295","0.62113046646118","2017","Happy"
"Thailand","Southeastern Asia","34","6.455","0.9669","1.26504","0.7385","0.55664","0.03187","0.5763","2.31945","2015","Happy"
"Thailand","Southeastern Asia","33","6.474","1.0893","1.04477","0.64915","0.49553","0.02833","0.58696","2.5796","2016","Happy"
"Thailand","Southeastern Asia","32","6.4239997863769","1.127868771553","1.4257924556732","0.6472390294075","0.5802007317543","0.031612735241652","0.57212311029434","2.0395083427429","2017","Happy"
"Togo","Sub-Saharan Africa","158","2.839","0.20868","0.13995","0.28443","0.36453","0.10731","0.16681","1.56726","2015","Unhappy"
"Togo","Sub-Saharan Africa","155","3.303","0.28123","0","0.24811","0.34678","0.11587","0.17517","2.1354","2016","Happy"
"Togo","Sub-Saharan Africa","150","3.4949998855591","0.30544471740723","0.43188253045082","0.24710556864739","0.38042613863945","0.095665015280247","0.1968961507082","1.8372292518616","2017","Happy"
"Trinidad and Tobago","Latin America and Caribbean","41","6.168","1.21183","1.18354","0.61483","0.55884","0.0114","0.31844","2.26882","2015","Happy"
"Trinidad and Tobago","Latin America and Caribbean","43","6.168","1.32572","0.98569","0.52608","0.48453","0.01241","0.31935","2.51394","2016","Happy"
"Trinidad and Tobago","Latin America and Caribbean","38","6.1680002212524","1.3613559007645","1.3802285194397","0.51998329162598","0.51863074302673","0.008964816108346","0.32529646158218","2.0532474517822","2017","Happy"
"Tunisia","Middle East and Northern Africa","107","4.739","0.88113","0.60429","0.73793","0.26268","0.06358","0.06431","2.12466","2015","Happy"
"Tunisia","Middle East and Northern Africa","98","5.045","0.97724","0.43165","0.59577","0.23553","0.0817","0.03936","2.68413","2016","Happy"
"Tunisia","Middle East and Northern Africa","102","4.8049998283386","1.0072658061981","0.86835145950317","0.61321204900742","0.28968068957329","0.086723148822784","0.049693357199431","1.890251159668","2017","Happy"
"Turkey","Middle East and Northern Africa","76","5.332","1.06098","0.94632","0.73172","0.22815","0.15746","0.12253","2.08528","2015","Happy"
"Turkey","Middle East and Northern Africa","78","5.389","1.16492","0.87717","0.64718","0.23889","0.12348","0.04707","2.29074","2016","Happy"
"Turkey","Middle East and Northern Africa","69","5.5","1.1982743740082","1.3377531766891","0.63760560750961","0.30074059963226","0.099671579897404","0.046693041920662","1.8792779445648","2017","Happy"
"Turkmenistan","Central and Eastern Europe","70","5.548","0.95847","1.22668","0.53886","0.4761","0.30844","0.16979","1.86984","2015","Happy"
"Turkmenistan","Central and Eastern Europe","65","5.658","1.08017","1.03817","0.44006","0.37408","0.28467","0.22567","2.21489","2016","Happy"
"Turkmenistan","Central and Eastern Europe","59","5.8220000267029","1.1307767629623","1.4931491613388","0.43772608041763","0.41827192902565","0.25927034020424","0.24992498755455","1.832909822464","2017","Happy"
"Uganda","Sub-Saharan Africa","141","3.931","0.21102","1.13299","0.33861","0.45727","0.07267","0.29066","1.42766","2015","Happy"
"Uganda","Sub-Saharan Africa","145","3.739","0.34719","0.90981","0.19625","0.43653","0.06442","0.27102","1.51416","2016","Happy"
"Uganda","Sub-Saharan Africa","133","4.0809998512268","0.3814307153225","1.1298277378082","0.21763260662556","0.44318595528603","0.057069718837738","0.32576605677605","1.526362657547","2017","Happy"
"Ukraine","Central and Eastern Europe","111","4.681","0.79907","1.20278","0.6739","0.25123","0.02961","0.15275","1.5714","2015","Happy"
"Ukraine","Central and Eastern Europe","123","4.324","0.87287","1.01413","0.58628","0.12859","0.01829","0.20363","1.50066","2016","Happy"
"Ukraine","Central and Eastern Europe","132","4.0960001945496","0.89465194940567","1.3945375680923","0.57590395212173","0.12297477573156","0.023029470816255","0.2700614631176","0.81438231468201","2017","Happy"
"United Arab Emirates","Middle East and Northern Africa","20","6.901","1.42727","1.12575","0.80925","0.64157","0.38583","0.26428","2.24743","2015","Very Happy"
"United Arab Emirates","Middle East and Northern Africa","28","6.573","1.57352","0.87114","0.72993","0.56215","0.35561","0.26591","2.21507","2016","Happy"
"United Arab Emirates","Middle East and Northern Africa","21","6.6479997634888","1.6263433694839","1.2664102315903","0.72679823637009","0.60834527015686","0.32448956370354","0.3609419465065","1.734703540802","2017","Very Happy"
"United Kingdom","Western Europe","21","6.867","1.26637","1.28548","0.90943","0.59625","0.32067","0.51912","1.96994","2015","Very Happy"
"United Kingdom","Western Europe","23","6.725","1.40283","1.08672","0.80991","0.50036","0.27399","0.50156","2.14999","2016","Very Happy"
"United Kingdom","Western Europe","19","6.7140002250671","1.441633939743","1.4964600801468","0.80533593893051","0.50819003582001","0.26542806625366","0.4927741587162","1.7041435241699","2017","Very Happy"
"United States","North America","15","7.119","1.39451","1.24711","0.86179","0.54604","0.1589","0.40105","2.51011","2015","Very Happy"
"United States","North America","13","7.104","1.50796","1.04782","0.779","0.48163","0.14868","0.41077","2.72782","2016","Very Happy"
"United States","North America","14","6.9930000305176","1.5462592840195","1.4199205636978","0.77428662776947","0.50574052333832","0.13563878834248","0.39257878065109","2.2181134223938","2017","Very Happy"
"Uruguay","Latin America and Caribbean","32","6.485","1.06166","1.2089","0.8116","0.60362","0.24558","0.2324","2.32142","2015","Happy"
"Uruguay","Latin America and Caribbean","29","6.545","1.18157","1.03143","0.72183","0.54388","0.21394","0.18056","2.67139","2016","Happy"
"Uruguay","Latin America and Caribbean","28","6.4539999961853","1.2175596952438","1.4122278690338","0.71921682357788","0.57939225435257","0.17806187272072","0.17509692907333","2.1724095344544","2017","Happy"
"Uzbekistan","Central and Eastern Europe","44","6.003","0.63244","1.34043","0.59772","0.65821","0.30826","0.22837","2.23741","2015","Happy"
"Uzbekistan","Central and Eastern Europe","49","5.987","0.73591","1.1681","0.50163","0.60848","0.28333","0.34326","2.34638","2016","Happy"
"Uzbekistan","Central and Eastern Europe","47","5.9710001945496","0.78644108772278","1.5489691495895","0.49827262759209","0.65824866294861","0.24652822315693","0.41598364710808","1.8169136047363","2017","Happy"
"Venezuela","Latin America and Caribbean","23","6.81","1.04424","1.25596","0.72052","0.42908","0.11069","0.05841","3.19131","2015","Very Happy"
"Venezuela","Latin America and Caribbean","44","6.084","1.13367","1.03302","0.61904","0.19847","0.08304","0.0425","2.97468","2016","Happy"
"Venezuela","Latin America and Caribbean","82","5.25","1.1284312009811","1.431337594986","0.61714422702789","0.15399712324143","0.064491122961044","0.065019629895687","1.7894637584686","2017","Happy"
"Vietnam","Southeastern Asia","75","5.36","0.63216","0.91226","0.74676","0.59444","0.10441","0.1686","2.20173","2015","Happy"
"Vietnam","Southeastern Asia","96","5.061","0.74037","0.79117","0.66157","0.55954","0.11556","0.25075","1.9418","2016","Happy"
"Vietnam","Southeastern Asia","94","5.0739998817444","0.78854757547378","1.2774913311005","0.65216898918152","0.57105559110642","0.087633237242699","0.23496805131435","1.4623186588287","2017","Happy"
"Yemen","Middle East and Northern Africa","136","4.077","0.54649","0.68093","0.40064","0.35571","0.07854","0.09131","1.92313","2015","Happy"
"Yemen","Middle East and Northern Africa","147","3.724","0.57939","0.47493","0.31048","0.2287","0.05892","0.09821","1.97295","2016","Happy"
"Yemen","Middle East and Northern Africa","146","3.5929999351502","0.59168344736099","0.93538224697113","0.31008091568947","0.2494637221098","0.056767422705889","0.1041252091527","1.345600605011","2017","Happy"
"Zambia","Sub-Saharan Africa","85","5.129","0.47038","0.91612","0.29924","0.48827","0.12468","0.19591","2.6343","2015","Happy"
"Zambia","Sub-Saharan Africa","106","4.795","0.61202","0.6376","0.23573","0.42662","0.11479","0.17866","2.58991","2016","Happy"
"Zambia","Sub-Saharan Africa","116","4.5139999389648","0.63640677928925","1.0031872987747","0.25783589482307","0.4616034924984","0.078213550150394","0.2495801448822","1.82670545578","2017","Happy"
"Zimbabwe","Sub-Saharan Africa","115","4.61","0.271","1.03276","0.33475","0.25861","0.08079","0.18987","2.44191","2015","Happy"
"Zimbabwe","Sub-Saharan Africa","131","4.193","0.35041","0.71478","0.1595","0.25429","0.08582","0.18503","2.4427","2016","Happy"
"Zimbabwe","Sub-Saharan Africa","138","3.875","0.37584653496742","1.083095908165","0.19676375389099","0.33638420701027","0.095375381410122","0.18914349377155","1.5979702472687","2017","Happy"
